DJ Tillu,2022,2h 1m,121,"https://m.media-amazon.com/images/M/MV5BYjNjYjM1MzItNzk0NC00ZjJhLThjMjAtOWU3M2NmNTdhNTgxXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_QL75_UY281_CR6,0,190,281_.jpg",,"Action, Comedy, Crime",7.2,3200,India,Vimal Krishna,"Vimal Krishna, Sidhu Jonnalagadda","Neha Shetty, Sidhu Jonnalagadda, Pragathi, Brahmaji, Prince Cecil, Letícia Leite, Acharya Srikanth, Narra Srinivas, Chandramogli Madem, Raja Ravindra, Fish Venkat, Praneeth Reddy Kallem, Sangar, Geddam Srinivas, Kiriti Dharmaraju","A lazy young man spends his time chasing girls, until an incident changes his life forever.",,106918
Vlastníci,2019,1h 37m,97,"https://m.media-amazon.com/images/M/MV5BMDFiMWRiOWItNzZiNy00NzgzLTlmZDQtMTRhZjE4ZmVkZmQzXkEyXkFqcGdeQXVyNzc3Njc0MzE@._V1_QL75_UY281_CR5,0,190,281_.jpg",,"Comedy, Drama",7.2,1000,Czech Republic,Jirí Havelka,Jirí Havelka,"Tereza Ramba, Vojtech Kotek, Dagmar Havlová, Jirí Lábus, Pavla Tomicová, Ondrej Malý, Andrej Polák, Klára Melísková, Krystof Hádek, Stanislav Majer, David Novotný, Ladislav Trojan, Jirí Cerný, Marie Sawa, Darius Benedikt, Thomas Richard Brenton, Halka Tresnáková",Mrs. Zahrádková has a plan to convince the other co-owners of the flats to finally save the house in which they live together and which is in emergency condition.,,2058974
Bahut Hua Sammaan,2020,2h 5m,125,"https://m.media-amazon.com/images/M/MV5BN2I2NThlNDUtZjBmMC00NGU2LWIwZGItNmRiMTUwOWM4N2U2XkEyXkFqcGdeQXVyNzI0NzQyNTk@._V1_QL75_UY281_CR46,0,190,281_.jpg",,"Comedy, Crime, Drama",7.2,3900,India,Ashish R. Shukla,"Avinash Singh, Vijay Narayan Verma","Sanjay Mishra, Ram Kapoor, Raghav Juyal, Dibyendu Bhattacharya, Abhishek Chauhan, Nidhi Singh, Namit Das, Flora Saini, Rohit Chaudhary, Bhupesh Singh, Sharat Sonu, Durgesh Kumar, Ram Sujan Singh, Vinod Prakash, Nidhi Bisht, Dhruv Jha, Gaurav Prince, Heramba Shankar Tripathi","With their planned heist gone wrong, Bony and Fundoo get inextricably involved in the pursuit of 'Kohinoor' - quite possibly the biggest scandal the country will ever witness.",,
Dr. 56,2022,1h 45m,105,"https://m.media-amazon.com/images/M/MV5BZDBlYzA0MWYtOWJjOS00YzUzLTk3YTUtMjhhNDhhOWFkYTdlXkEyXkFqcGdeQXVyMTU2NDkwOTAw._V1_QL75_UX190_CR0,2,190,281_.jpg",,"Crime, Mystery, Sci-Fi",7.2,2400,India,Rajesh Anandaleela,Praveen Reddy T.,"Priyamani, Praveen Reddy T., Ramesh Bhat, Deepak, Swathi Gurudath, Manjunath Hegde, Girish Jatti, Shrikanth Kashyap, Roopesh Kumar, Veena Ponnappa, PR, Pratiksha, Praveen, Rajesh, Ramitha, Chetan Reddy, Yathish Reddy, Deepak Shetty","Priya, a CBI officer, comes to the city to investigate a murder case. Arjun suffers from some strange disease. Can the two solve this mystery together?",,
My Missing Valentine,2020,1h 59m,119,"https://m.media-amazon.com/images/M/MV5BMWU0NzY2NzUtMDc2Ni00ZDY0LTk5NDgtYTkzNGRiMzczNjA1XkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_QL75_UY281_CR2,0,190,281_.jpg",,"Comedy, Drama, Fantasy",7.2,1800,Taiwan,Yu-Hsun Chen,Yu-Hsun Chen,"Patty Pei-Yu Lee, Yu Chun Lin, Xiao-Ying Bai, Tom Lin, Jill Hu, Jieh-Wen King, Mei-Chao Lin, Lin Pei Chen, Joanne Missingham, Mei-Hsiu Lin, Soso Tseng, Tzu-Chiang Wang, Mei Chang, Kuan-Ting Liu, Duncan Lai, Wing Dato, Hsuan-Chi Kuo, Bai Bai",A girl who does everything so quickly that she's always one step ahead of others found out that her Valentine's Day has mysteriously passed when she wakes up the next morning.,,74787
The Perfect Weapon,,TV-MA,87,"https://m.media-amazon.com/images/M/MV5BZjI0OTVkZjMtNjk2ZC00YzRmLTgxMDctMTFlZDI2YmY1ZmI0XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UY281_CR1,0,190,281_.jpg",,Documentary,7.2,1100,,John Maggio,David Sanger,"Dmitri Alperovitch, Will Hurd, Seth Rogen, John Stimac",The rise of cyber conflict as the primary way nations now compete and sabotage each other.,,
Play,2020,1h 48m,108,"https://m.media-amazon.com/images/M/MV5BYjI3MDM0NGYtYzIwNy00OTdkLTlhYmEtODM5MGNhZjE1OWIxXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UY281_CR9,0,190,281_.jpg",,"Comedy, Romance",7.2,1700,France,Anthony Marciano,"Max Boublil, Anthony Marciano","Max Boublil, Alice Isaaz, Malik Zidi, Arthur Pillu-Périer, Noémie Lvovsky, Alain Chabat, Camille Lou, Alexandre Desrousseaux, Gabriel Caballero, Gabriel Brunet, Mathias Barthélémy, Camille Richeux, Jules Porier, Thomas Aprahamian, Marie Narbonne, Thomas Vandenberghe, Juliet Lemonnier, Théo Christine","Max was 13 when he was offered his first camera. For 25 years, he never stopped filming friends, loves, successes, and failures. From the 90s to the 2010s, this is the portrait of a whole generation that is emerging through its objective.",,1899658
My Name Is Francesco Totti,2020,1h 41m,101,"https://m.media-amazon.com/images/M/MV5BYTQzNzU5NjEtYzhiYy00MWIxLWE3NDctMDcyNjAxOGFlNjFkXkEyXkFqcGdeQXVyMTEwMDU3NDM3._V1_QL75_UY281_CR18,0,190,281_.jpg",,"Documentary, Biography, Sport",7.2,1300,Italy,Alex Infascelli,"Alex Infascelli, Vincenzo Scuccimarra","Aldair, Alberto Aquilani, Gabriel Batistuta, Alisson Becker, Carlos Bianchi, Ilary Blasi, Silvia Blasi, Gianluigi Buffon, Cafú, Vincent Candela, Fabio Cannavaro, Fabio Capello, Angelo Carosi, Antonio Cassano, Alessia Chiani, Bruno Conti, Daniele De Rossi, Morgan De Sanctis","Francesco Totti retraces his entire life whiles watching it on the silver screen together with the audience. Images and emotions flow among key moments of his career, scenes from his personal life and memories he has never shared before.",,781555
LA Originals,2020,1h 32m,92,"https://m.media-amazon.com/images/M/MV5BMmNlNjI2MDEtMjIyYy00YTYxLWE1N2MtMGU3ZGYwYzIxZGE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",,Documentary,7.2,2000,United States,Estevan Oriol,"Brian Maya, Omar Quiroga","Estevan Oriol, Mister Cartoon, Snoop Dogg, Clifton Collins Jr., Theo Rossi, Eric Haze, Revok, Wilmer Valderrama, George Lopez, Travis Barker, Michelle Rodriguez, Kobe Bryant, Ryan Phillippe, Tony Touch, David Choe, Riley Keough, Eminem, Terry Crews","Photographer Estevan Oriol and artist Mister Cartoon turned their Chicano roots into gritty art, impacting street culture, hip hop and beyond.",,
State Funeral,2021,2h 15m,135,"https://m.media-amazon.com/images/M/MV5BY2U4NGYyMzUtMWJiOS00YjI4LWE1MjMtYmRkZWYxMGExYjIyXkEyXkFqcGdeQXVyNjgxODk1MTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",,"Documentary, History",7.2,1200,Netherlands,Sergey Loznitsa,Sergey Loznitsa,"Iosif Stalin, Lavrenti Beria, Nikita Khrushchev, Vyacheslav Molotov, Georgi Malenkov, Dolores Ibárruri, Enlai Zhou, Yumyaagiin Tsedenbal, Valko Chervenkov",The enigma of the personality cult is revealed in the grand spectacle of Joseph Stalin's funeral.,,48003
Masooda,2022,2h 40m,160,"https://m.media-amazon.com/images/M/MV5BYzcyMDQzOTQtNmY3OC00MDgyLTg5MTQtZTZmMmUxYTlmNjVjXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR4,0,190,281_.jpg",,"Horror, Thriller",7.2,1400,India,Sai Kiran,Sai Kiran,"Thiruveer, Bandhavi Sridhar, Sangeetha Krish, Subhalekha Sudhakar, Satyam Rajesh, Surabhi Prabhavathi, Kavya Kalyanram, Akhila Ram, Satya Prakash, Karthik Adusumilli, Kranthi Priyam, Surya Rao, Santhosh Singuru, Krishna Teja","The simple lives of Neelam, a single mother, and Nazia, her daughter, take a horrific turn when an evil force enters into their lives. The story revolves around how Gopi, their helpful neighbor, and Neelam face the odds and save Nazia.",,325711
Rabia and Olivia,2023,1h 26m,86,"https://m.media-amazon.com/images/M/MV5BM2Q3ZGRlMGQtNDYyMy00ZjA4LTk0Y2QtN2Q4Y2U4NThlYjljXkEyXkFqcGdeQXVyMTAwOTE0MTU2._V1_QL75_UY281_CR18,0,190,281_.jpg",,"Drama, Family",7.2,1300,Canada,Shadab Khan,Shadab Khan,"Sheeba Chaddha, Nayab Khan, Helena Prinzen-Klages, Mustafa Sheikh, Anney Abid, Nathan Bragg, Nathan Bragg, Afroz Khan, Shadab Khan, Pawel Rzeznik, David Tomlinson, Angela Utarid","After migrating illegally to Canada, Rabia crosses paths with a young girl Olivia, and forms an unlikely bond. But what happens when Rabia goes missing one day?",,
Gundu,2019,2h 21m,141,"https://m.media-amazon.com/images/M/MV5BNWMzM2VmMjAtYzgzMi00ZmQ0LWExODgtOGVkNDJmNmIyNjI4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UX190_CR0,2,190,281_.jpg",,Drama,7.2,1000,India,Athiyan Athirai,Athiyan Athirai,"Dinesh, Anandhi, Munishkanth, Riythvika Panneerselvam, John Vijay, G. Marimuthu, Vinoth, Lijeesh, Ramesh Thilak, Hari Krishnan, Saranya Ravi, Munnar Ramesh, Rama, Karuppu Nambiyaar, Supergood Subramani, Subathra",A lorry driver ends up in possession of an unexploded bomb that is being sought after by both the cops and pro-peace activists.,,6048
Habji Gabji,2022,2h 7m,127,"https://m.media-amazon.com/images/M/MV5BMmNhMGI0OGYtOTQ5Ni00NjEwLTkyYjItNGI0Y2UzOGI2ZDAyXkEyXkFqcGdeQXVyMTI2OTcwMjQ4._V1_QL75_UX190_CR0,2,190,281_.jpg",,"Drama, Thriller",7.2,1500,India,Raj Chakraborty,"Raj Chakraborty, Padmanabha Dasgupta","Parambrata Chattopadhyay, Subhasree Ganguly, Samontak Dyuti Maitra, Padmanabha Dasgupta, Kanchan Mullick, Suprobhat Das, Debojyoti Roychowdhury, Md Anan Islam, Zahra Meygoli","A kid, whose ambitious parent's negligence pushes him to the world of online gaming and becomes a gaming addict. Eventually the situation worsens for his parents.",,
Natho Nenu,2023,2h 20m,140,"https://m.media-amazon.com/images/M/MV5BMTQxNzdjYzAtZDkyYi00MTE0LTgxMTUtOGM0ODM1MWIwMDQ2XkEyXkFqcGdeQXVyOTc2MTgwNjY@._V1_QL75_UY281_CR4,0,190,281_.jpg",,Romance,7.2,1600,India,Santhi Kumar Turlapati,,"Gopal Krishna Akella, Bhadram, M.S. Chowdary, Rajeev Kanakala, Sai Kumar, Aditya Om, Deepali Rajput, Gowtham Raju, C.V.L. Narasimha Rao, Sreenivas Sai, Sameer, Suman Shetty, Chander Vijay, Ishwarya Vullingala","Unmarried, 60 year old man, who lives his life in real estate in Hyderabad. He keeps rising step by step and building apartments with modern facilities.",,
Rudraveena,2022,1h 42m,102,"https://m.media-amazon.com/images/M/MV5BYmI0MDg3OTQtMGUwYi00YWE3LWIwMTAtNTcxYTk2NDljNDEwXkEyXkFqcGdeQXVyMTA0MDMwNDEy._V1_QL75_UX190_CR0,49,190,281_.jpg",,"Drama, Romance",7.2,2000,India,Madhu Sudhan Reddy,Madhu Sudhan Reddy,"Darbha Appaji Ambarisha, Elsa Ghosh, Sanjay Krishna, Raghu Kunche, Sreeram Nimmala, Shubasree Rayaguru","In Yanam, Lalappa (Raghu Kunche) is carrying out illegal activities such as drug trade in cahoots with his younger brothers Muthappa and Kannappa. Notorious for his savagery, he doesn't think twice before murdering innocents and raping women in the dark, while for the world he is... Read all",,
Aa Bhi Ja O Piya,2022,1h 42m,102,"https://m.media-amazon.com/images/M/MV5BZjNjMzFkYWUtMGY0Yi00MmFhLWEyZmMtZGQ4ZGFmYjE4Zjg4XkEyXkFqcGdeQXVyMTI5Mjk2ODI0._V1_QL75_UY281_CR3,0,190,281_.jpg",,"Family, Romance",7.2,1400,India,Rajesh Harivansh Mishra,Sk Sachin,"Sanjeeb Dasgupta, Pooja Ghosh, Richa Kalra, Smriti Kashyap, Shish Khan, Abhijeet Lahiri, Anurag Mishra, Sima Modi, Mukul Nag, Dev Sharma, Piyush Singh, Akanksha Sinha, Rakesh Srivastava","Kaushal owns his own nursery in Jharkhand village meets Kalpana, a city girl belonging to an army family is on a research tour. Feelings develop between them but circumstances force them to rethink if they are actually made for each other.",,
Unlock Zindagi,2023,2h 31m,151,"https://m.media-amazon.com/images/M/MV5BOGFkMjZjZmMtM2YzNi00ODk4LTgwNjAtYTkwODUwZWFhNDkyXkEyXkFqcGdeQXVyMTI5MDUyMTM1._V1_QL75_UX190_CR0,2,190,281_.jpg",,Drama,7.0,1200,India,Rajesh Gupta,"Rajesh Gupta, Rajesh Gupta, Vidhyanand Kadukar","Devika, Hemal Ingle, Indira Krishnan, Harish Kulkarni, Aishwarya Pawar, Pitobash, Rajesh, Aditya Sinngh, Shivani Surve","During the pandemic, for the first time, we had our backs against the wall, compelled to question our ways of life which resulted into an Un-Lockdown of ideas, thoughts and values.",,
A Journey to Kasi,2023,2h 7m,127,"https://m.media-amazon.com/images/M/MV5BMmU5MThmZDItZmMxMy00Nzc2LTg4MjUtMTU0ZjY1MjdmZWYwXkEyXkFqcGdeQXVyMTA0MDMwNDEy._V1_QL75_UX190_CR0,2,190,281_.jpg",,Drama,7.0,2000,India,Munikishna,,"Akshara, Katalyn Gowda, Chaitanya Madadi, Priya Paluvayi, Joga Rao, Alexander Salnikov","Jack Weber, a post-doctoral student on Hindu Vedantic Doctrine, meets a prostitute Swetha and eventually develops feelings for her. They set out on a journey to Kasi. In a parallel story, Sambaiah, an old man, requests his son Sivananda to take him on a pilgrimage to Kasi. What h... Read all",,
Raaj Kahani,2023,,,"https://m.media-amazon.com/images/M/MV5BY2ZiZTMyNzgtOTI1YS00YjFiLWFkYmQtMTY0NjgwNTIwNTBkXkEyXkFqcGdeQXVyMTUwNzQzNzUz._V1_QL75_UX190_CR0,2,190,281_.jpg",,Romance,6.8,1100,India,Raj Karthiken,Raj Karthiken,"Raj Karthiken, Chandrika Awasthi, Saha Sonia, Priya Paul, Sai Ravi Kumar, Jabardasth Phani, Mallareddy Madhumani, Master Joy, Dharmiken Raju, Jabardasth Ramu, Laxmi Shree",,,
Surabhi 70mm,2022,1h 56m,116,"https://m.media-amazon.com/images/M/MV5BNzIwNmRjZjUtNGY2Ny00NDk5LWJjZDYtM2E3MTdiOGQ5N2UzXkEyXkFqcGdeQXVyMTQ5MTE1NDg1._V1_QL75_UX190_CR0,49,190,281_.jpg",,"Drama, Family",7.2,1200,India,Gangadhara Advaitha,Gangadhara Advaitha,"Chandrakanth Dutta, Anil Kumar, Vinod Kumar, Pawan Mahesh, Akshitha Srinivas, Ushanjali",Surabhi 70mm is a good family drama with emotional narration .It deals with four stories which are linked with one cinema theatre . In Mancherial town five friends protect a thirty years old cinema theater called Surabhi 70mm which is the symbol of Narayanarao's love from a real ... Read all,,
March for Freedom,2019,2h 14m,134,"https://m.media-amazon.com/images/M/MV5BZjEyZDIzMDctYWFhMy00OGNmLWI4MzUtMDk3NTZkM2QwNGJjXkEyXkFqcGdeQXVyMTEyODEwMTQz._V1_QL75_UY281_CR15,0,190,281_.jpg",,Documentary,7.2,1600,Brazil,Fred Rauh,"Alexandre Santos, Fred Rauh, Alexandre Santos","Renato Batista, Rodrigo Constantino, ""Pedro DEyrot"", Arthur Moledo do Val, Ian Garcez, Fernando Holiday, Kim Kataguiri, Janaína Paschoal, Luiz Felipe Pondé, Fred Rauh, Rafael Rizzo, Alexandre Santos, Renan Santos","A group of students, artists and broken executives that, from a low budget office of São Paulo, were capable of starting a real political revolution in Brazil. March for Freedom is the portrait of Dilma Rousseff's Impeachment.",,
Nyad,2023,PG-13,121,"https://m.media-amazon.com/images/M/MV5BOTVjNmIwMjItNmI5OC00YmU1LWIzNTctN2FlMjMxNjBmZWNjXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",,"Biography, Drama, Sport",7.1,11000,United States,Jimmy Chin,"Elizabeth Chai Vasarhelyi, Diana Nyad, Julia Cox","Annette Bening, Jodie Foster, Anne Marie Kempf, Carolyn McCormick, Marcos Diaz, Belle Darling, Pearl Darling, Johnny Solo, Anna Harriette Pittman, Eric T. Miller, Hanler Rodriguez, Harraka Eliana, Marcella Acuña Báez, Katherine Klosterman, Toussaint Merionne, Tisola Logan, Orpha Salimata, Erica Cho","The remarkable true story of athlete Diana Nyad who, at the age of 60 and with the help of her best friend and coach, commits to achieving her life-long dream: a 110-mile open ocean swim from Cuba to Florida.",,16056
Priscilla,2023,R,113,"https://m.media-amazon.com/images/M/MV5BOTQyZTBiMjAtZTNjZi00ZjU0LWFkMTQtMDE3Nzc1MjVmMTM4XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UY281_CR0,0,190,281_.jpg",,"Biography, Drama, Music",7.1,5500,Italy,Sofia Coppola,"Sofia Coppola, Sandra Harmon, Priscilla Presley","Cailee Spaeny, Jacob Elordi, Ari Cohen, Dagmara Dominczyk, Tim Post, Lynne Griffin, Dan Beirne, Rodrigo Fernandez-Stoll, Dan Abramovici, Matthew Shaw, Tim Dowler-Coltman, R Austin Ball, Olivia Barrett, Stephanie Moore, Luke Humphrey, Deanna Jarvis, Jorja Cadence, Josette Halpert","When teenage Priscilla Beaulieu meets Elvis Presley, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",,19602138
Jawan,2023,Not Rated,169,"https://m.media-amazon.com/images/M/MV5BOWI5NmU3NTUtOTZiMS00YzA1LThlYTktNDJjYTU5NDFiMDUxXkEyXkFqcGdeQXVyMTUzNjEwNjM2._V1_QL75_UY281_CR18,0,190,281_.jpg",,"Action, Thriller",7.1,76000,India,Atlee,"Sumit Arora, Atlee, Ramanagirivasan","Shah Rukh Khan, Nayanthara, Vijay Sethupathi, Deepika Padukone, Sanjay Dutt, Priyamani, Sanya Malhotra, Girija Oak, Lehar Khan, Sanjeeta Bhattacharya, Aaliyah Qureishi, Sunil Grover, Riddhi Dogra, Seeza Saroj Mehta, Yogi Babu, Mukesh Chhabra, Ashlesha Thakur, Siddharth Bhardwaj",A high-octane action thriller which outlines the emotional journey of a man who is set to rectify the wrongs in the society.,,28499044
Talk to Me,2023,R,95,"https://m.media-amazon.com/images/M/MV5BMmY5ZGE4NmUtZWI4OS00ZWJmLWFjMzgtOWUyZjI4NDg3Y2E5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",,"Horror, Thriller",7.1,105000,Australia,Danny Philippou,"Michael Philippou, Danny Philippou, Bill Hinzman, Daley Pearson","Ari McCarthy, Hamish Phillips, Kit Erhart-Bruce, Sarah Brokensha, Jayden Davison, Sunny Johnson, Sophie Wilde, Marcus Johnson, Kidaan Zelleke, James Oliver, Joe Bird, Jett Gazley, Alexandra Jensen, Dog, Helene Philippou, Miranda Otto, Jude Turner, Zoe Terakes","When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",4500000,91833127
The Burial,2023,R,126,"https://m.media-amazon.com/images/M/MV5BMGM4NTE2NzYtNGYzMy00ZmY0LTg3MDEtNmYxMDg3YjU2NWQzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR18,0,190,281_.jpg",,Drama,7.1,24000,United States,Maggie Betts,"Doug Wright, Maggie Betts, Jonathan Harr","Jamie Foxx, Tommy Lee Jones, Jurnee Smollett, Alan Ruck, Mamoudou Athie, Pamela Reed, Bill Camp, Amanda Warren, Dorian Missick, Tywayne Wheatt, Lance E. Nichols, Keith Jefferson, B.J. Clinkscales, Doug Spearman, Gralen Bryant Banks, Olivia Brody, David Maldonado, Billy Slaughter","Inspired by true events, a lawyer helps a funeral home owner save his family business from a corporate behemoth, exposing a complex web of race, power, and injustice.",,
The Super Mario Bros. Movie,2023,PG,92,"https://m.media-amazon.com/images/M/MV5BOTJhNzlmNzctNTU5Yy00N2YwLThhMjQtZDM0YjEzN2Y0ZjNhXkEyXkFqcGdeQXVyMTEwMTQ4MzU5._V1_QL75_UY281_CR0,0,190,281_.jpg",,"Animation, Adventure, Comedy",7.1,206000,United States,Aaron Horvath,"Michael Jelenic, Pierre Leduc, Matthew Fogel","Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Kevin Michael Richardson, Khary Payton, Charles Martinet, Sebastian Maniscalco, Rino Romano, John DiMaggio, Jessica DiCicco, Keegan-Michael Key, Eric Bauza, Fred Armisen, Seth Rogen, Juliet Jelenic, Scott Menville, Carlos Alazraqui","A plumber named Mario travels through an underground labyrinth with his brother Luigi, trying to save a captured princess.",100000000,1361888017
Ghostbusters: Afterlife,2021,PG-13,124,"https://m.media-amazon.com/images/M/MV5BNDRhNmUwMDktZGZjZS00NWY4LWIyNWItYmZmNWJiMDBiNDQzXkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_QL75_UX190_CR0,0,190,281_.jpg",,"Adventure, Comedy, Fantasy",7.1,205000,United States,Jason Reitman,"Gil Kenan, Jason Reitman, Ivan Reitman","Carrie Coon, Paul Rudd, Finn Wolfhard, Mckenna Grace, Logan Kim, ""Celeste OConnor"", Bill Murray, Dan Aykroyd, Ernie Hudson, Annie Potts, Sigourney Weaver, Bob Gunton, J.K. Simmons, Shawn Seward, Billy Bryk, Sydney Mae Diaz, Hannah Duke, Bokeem Woodbine","When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",75000000,204334455
How to Have Sex,2023,1h 31m,91,"https://m.media-amazon.com/images/M/MV5BNWZiYzM1MGMtMTVhZi00ZmJjLWJjOTMtMDZmNjVkNTNhYzE0XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",,Drama,7.1,1600,United Kingdom,Molly Manning Walker,Molly Manning Walker,"Mia McKenna-Bruce, Shaun Thomas, Lara Peake, Enva Lewis, Samuel Bottomley, Laura Ambler, Anna Antoniades, Daisy Jelley, Finlay Vane Last, Eilidh Loan, Elliot Warren","Three British teenage girls go on a rites-of-passage holiday - drinking, clubbing and hooking up, in what should be the best summer of their lives.",,694594
Babylon,2022,R,189,"https://m.media-amazon.com/images/M/MV5BNjlkYjc4NGMtZjc3MS00NjQ3LTk4MmUtMTkwZGZjODE1ZDVlXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",,"Comedy, Drama, History",7.1,153000,United States,Damien Chazelle,Damien Chazelle,"Brad Pitt, Margot Robbie, Jean Smart, Olivia Wilde, J.C. Currais, Diego Calva, Jimmy Ortega, Marcos A. Ferraez, Shane Powers, Phoebe Tonkin, Troy Metcalf, Jovan Adepo, Hansford Prince, Telvin Griffin, Cutty Cuthbert, Albert Hammond Jr., Flea, Bregje Heinen","A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.",110000000,63351455
Midsommar,2019,R,148,"https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",,"Drama, Horror, Mystery",7.1,379000,United States,Ari Aster,Ari Aster,"Florence Pugh, Jack Reynor, Vilhelm Blomgren, William Jackson Harper, Will Poulter, Ellora Torchia, Archie Madekwe, Henrik Norlén, Gunnel Fred, Isabelle Grill, Agnes Rase, Julia Ragnarsson, Mats Blomgren, Lars Väringer, Anna Åström, Hampus Hallberg, Liv Mjönes, Louise Peterhoff",A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,9000000,48059189
Glass Onion,2022,PG-13,139,"https://m.media-amazon.com/images/M/MV5BYmZlZDZkZjYtNzE5Mi00ODFhLTk2OTgtZWVmODBiZTI4NGFiXkEyXkFqcGdeQXVyMTE5MTg5NDIw._V1_QL75_UX190_CR0,2,190,281_.jpg",,"Comedy, Crime, Drama",7.1,418000,United States,Rian Johnson,Rian Johnson,"Daniel Craig, Edward Norton, Kate Hudson, Dave Bautista, Janelle Monáe, Kathryn Hahn, Leslie Odom Jr., Jessica Henwick, Madelyn Cline, Noah Segan, Jackie Hoffman, Dallas Roberts, Ethan Hawke, Hugh Grant, Stephen Sondheim, Natasha Lyonne, Kareem Abdul-Jabbar, Serena Williams","Tech billionaire Miles Bron invites his friends for a getaway on his private Greek island. When someone turns up dead, Detective Benoit Blanc is put on the case.",40000000,13280000
The Old Oak,2023,1h 53m,113,"https://m.media-amazon.com/images/M/MV5BZTJlMzBiMDEtYWUxZi00ZDIxLWI2ZTAtOWI1MTVjODcwMDg1XkEyXkFqcGdeQXVyMTY3NzMzMjI2._V1_QL75_UX190_CR0,2,190,281_.jpg",,Drama,7.2,2200,United Kingdom,Ken Loach,Paul Laverty,"Dave Turner, Ebla Mari, Claire Rodgerson, Trevor Fox, Chris McGlade, Col Tait, Jordan Louis, Chrissie Robinson, Chris Gotts, Jen Patterson, Arthur Oxley, Joe Armstrong, Andy Dawson, Maxie Peters, Reuben Bainbridge, Chris Braxton, Laura Lee Daly, Debbie Honeywood","The future for the last remaining pub, The Old Oak, in a village of Northeast England, where people are leaving the land as the mines are closed. Houses are cheap and available, thus making it an ideal location for Syrian refugees.",,3894602
Free Guy,2021,PG-13,115,"https://m.media-amazon.com/images/M/MV5BOTY2NzFjODctOWUzMC00MGZhLTlhNjMtM2Y2ODBiNGY1ZWRiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",,"Action, Adventure, Comedy",7.1,408000,United States,Shawn Levy,"Matt Lieberman, Zak Penn","Ryan Reynolds, Jodie Comer, Taika Waititi, Lil Rel Howery, Joe Keery, Utkarsh Ambudkar, Channing Tatum, Aaron W Reed, Britne Oldford, Camille Kostek, Mark Lainer, Mike Devine, Sophie Levy, Vernon Scott, Naheem Garcia, Anabel Graetz, Ric Plamenco, Kenneth Israel","When Guy, a bank teller, learns that he is a non-player character in a bloodthirsty, open-world video game, he goes on to become the hero of the story and takes the responsibility of saving the world.",120000000,331526598
Prey,2022,R,100,"https://m.media-amazon.com/images/M/MV5BMDBlMDYxMDktOTUxMS00MjcxLWE2YjQtNjNhMjNmN2Y3ZDA1XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",,"Action, Adventure, Drama",7.1,218000,United States,Dan Trachtenberg,"Patrick Aison, Dan Trachtenberg, Jim Thomas","Amber Midthunder, Dakota Beavers, Dane DiLiegro, Stormee Kipp, Michelle Thrush, Julian Black Antelope, Stefany Mathias, Bennett Taylor, Mike Paterson, Nelson Leis, Tymon Carter, Skye Pelletier, Harlan Blayne Kytwayhat, Corvin Mack, Samuel Marty, Ginger Cattleman, Seanna Eagletail, Samiyah Crowfoot","Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",,
